status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,True,0.2.0-development,8,310002,retained_residual,True,True,13,7,13,0,13,13,1,14,0.02587847439387605,0.06620445460497752,0.98974609375,0.009159595996607095,0.00248830794589594,6.0,12,,
PASS,True,0.2.0-development,8,310002,diagonal_secant,True,True,24,5,24,0,24,24,1,25,0.016358560550968813,0.0408026888908535,0.994140625,0.028711477061733603,0.004597139079123735,4.0,23,,
PASS,True,0.2.0-development,8,310002,anderson_residual,True,True,9,7,9,0,9,9,1,10,0.03446071082788473,0.0758748165353301,0.987548828125,0.0053423180361278355,0.002214666048530489,16.0,8,,
PASS,True,0.2.0-development,8,310002,commissioned_pi,True,True,13,7,13,2,11,13,1,14,0.03221141574827485,0.07673170200203486,0.988037109375,0.00664698809850961,0.0013202029513195157,3.0,10,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8,310002,spsa,True,False,,,,0,14,40,0,,0.18198970353297578,0.42499895000143445,,0.02212346193846315,0.0006902378518134356,2.0,,,
PASS,True,0.2.0-development,8,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.023543594557104953,0.0,0.996337890625,0.002184131008107215,5.8743986301124096e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,16,310001,do_nothing,True,False,,,,0,40,40,0,,0.18934637188516662,0.45055548216566305,,0.011759999848436564,0.000627816014457494,1.0,,,
PASS,True,0.2.0-development,16,310001,retained_residual,True,True,11,7,11,0,11,11,1,12,0.03277906121800741,0.044193922847509705,0.9912109375,0.007096721034031361,0.0008599499706178904,6.0,10,,
PASS,True,0.2.0-development,16,310001,diagonal_secant,True,True,36,7,36,0,36,36,1,37,0.017783030342046133,0.03514043648736675,0.992919921875,0.023216623929329216,0.007657092995941639,4.0,35,,
PASS,True,0.2.0-development,16,310001,anderson_residual,True,True,15,7,15,0,15,15,1,16,0.03332010866127408,0.05996233599402823,0.9879150390625,0.004957465920597315,0.0032859829370863736,16.0,14,,
PASS,True,0.2.0-development,16,310001,commissioned_pi,True,True,7,5,7,2,5,7,1,8,0.023387298862238677,0.07756544708081728,0.9847412109375,0.010020174086093903,0.0005610219668596983,3.0,4,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,16,310001,spsa,True,False,,,,0,14,40,0,,0.1853956007420346,0.44304926627035396,,0.011050122790038586,0.00028485991060733795,2.0,,,
PASS,True,0.2.0-development,16,310001,oracle,False,True,3,1,3,0,3,3,1,4,0.021424035389795124,2.881939084222627e-17,0.9947509765625,0.0010271259816363454,2.905994188040495e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,16,310002,do_nothing,True,False,,,,0,40,40,0,,0.1767690138666062,0.45142419659007094,,0.018310151004698128,0.0009421657887287438,1.0,,,
PASS,True,0.2.0-development,16,310002,retained_residual,True,True,16,8,16,0,16,16,1,17,0.03394207788646475,0.06181983470452413,0.990966796875,0.007014788861852139,0.002069106965791434,6.0,15,,
PASS,True,0.2.0-development,16,310002,diagonal_secant,True,True,24,15,24,0,24,24,1,25,0.022678072055493596,0.04639799260802096,0.99267578125,0.00717341504059732,0.0019899930339306593,4.0,23,,
PASS,True,0.2.0-development,16,310002,anderson_residual,True,True,20,7,20,0,20,20,1,21,0.026108711088130267,0.0536211797261489,0.9918212890625,0.010964129935018718,0.007029587053693831,16.0,19,,
PASS,True,0.2.0-development,16,310002,commissioned_pi,True,True,8,6,8,2,6,8,1,9,0.024045605239905656,0.05576527364513944,0.9913330078125,0.00618373800534755,0.0005618400173261762,3.0,5,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,16,310002,spsa,True,False,,,,0,14,40,0,,0.17385202950690998,0.4432316006009505,,0.017993741028476506,0.0005172269302420318,2.0,,,
PASS,True,0.2.0-development,16,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.023605302294027943,1.599923903925e-17,0.9962158203125,0.003810092981439084,7.91979837231338e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,64,310001,do_nothing,True,False,,,,0,40,40,0,,0.1950762511985655,0.44997895867158316,,0.026450511650182307,0.0015239100903272629,1.0,,,
PASS,True,0.2.0-development,64,310001,retained_residual,True,True,13,8,13,0,13,13,1,14,0.03427234080611927,0.05458750496787667,0.990509033203125,0.009185169008560479,0.002445968159008771,6.0,12,,
PASS,True,0.2.0-development,64,310001,diagonal_secant,True,True,31,20,31,0,31,31,1,32,0.02213704813760453,0.03581907173167868,0.99298095703125,0.011391828826162964,0.00274946098215878,4.0,30,,
PASS,True,0.2.0-development,64,310001,anderson_residual,True,True,24,13,24,0,24,24,1,25,0.031382666553540654,0.06363131009674232,0.9891357421875,0.019260189088527113,0.014053612889256328,16.0,23,,
PASS,True,0.2.0-development,64,310001,commissioned_pi,True,True,13,5,13,2,11,13,1,14,0.03219062072476876,0.056008742331431334,0.99005126953125,0.00965482002357021,0.0009642079239711165,3.0,10,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,64,310001,spsa,True,False,,,,0,14,40,0,,0.19232787398321086,0.44765621756820395,,0.018234625866170973,0.0008200708543881774,2.0,,,
PASS,True,0.2.0-development,64,310001,oracle,False,True,3,1,3,0,3,3,1,4,0.021354499480902664,1.9935173190268475e-17,0.994842529296875,0.0019686559680849314,6.538198795169592e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,64,310002,do_nothing,True,False,,,,0,40,40,0,,0.18580317614104724,0.4505201651117069,,0.02738583233440295,0.0012335628853179514,1.0,,,
PASS,True,0.2.0-development,64,310002,retained_residual,True,True,11,9,11,0,11,11,1,12,0.031014568877796002,0.056540842292758985,0.989990234375,0.006928096991032362,0.0015396070666611195,6.0,10,,
PASS,True,0.2.0-development,64,310002,diagonal_secant,True,True,26,17,26,0,26,26,1,27,0.02429268227368578,0.36345373634236333,0.9830322265625,0.01290597254410386,0.0036041171406395733,4.0,25,,
PASS,True,0.2.0-development,64,310002,anderson_residual,True,True,9,7,9,0,9,9,1,10,0.030028614563672458,0.05883701396745681,0.98944091796875,0.005266293999738991,0.002138516923878342,16.0,8,,
PASS,True,0.2.0-development,64,310002,commissioned_pi,True,True,14,9,14,2,12,14,1,15,0.03451596098529518,0.06644287190275813,0.988555908203125,0.00449398608179763,0.0006814859225414693,3.0,11,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,64,310002,spsa,True,False,,,,0,14,40,0,,0.18300665668786167,0.4496855123057821,,0.023752689885441214,0.0005037309019826353,2.0,,,
PASS,True,0.2.0-development,64,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.02180698242466295,2.303004670188526e-17,0.99542236328125,0.0021904000313952565,6.245099939405918e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310001,do_nothing,True,False,,,,0,40,40,0,,0.18604433795468286,0.45056548064871726,,0.02259014401352033,0.0030038469121791422,1.0,,,
PASS,True,0.2.0-development,256,310001,retained_residual,True,True,14,8,14,0,14,14,1,15,0.031550574935695706,0.05239376273470728,0.9911880493164062,0.010609231947455555,0.003563295991625637,6.0,13,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310001,diagonal_secant,True,False,,27,,0,40,40,0,,0.03335832688541054,0.16422601095873685,,0.037612520914990455,0.01106907392386347,4.0,,,
PASS,True,0.2.0-development,256,310001,anderson_residual,True,True,13,11,13,0,13,13,1,14,0.032795085287717844,0.059426678350197,0.989990234375,0.010520769050344825,0.009921178978402168,16.0,12,,
PASS,True,0.2.0-development,256,310001,commissioned_pi,True,True,20,14,20,2,18,20,1,21,0.032668867827745404,0.05453247647926087,0.9906158447265625,0.01569995714817196,0.0018599278409965336,3.0,17,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310001,spsa,True,False,,,,0,14,40,0,,0.1854049748609217,0.44989928795721057,,0.01560179580701515,0.0003154880250804126,2.0,,,
PASS,True,0.2.0-development,256,310001,oracle,False,True,3,1,3,0,3,3,1,4,0.02224143726388655,1.9126279739140727e-17,0.9954147338867188,0.0026875569601543248,7.326598279178143e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310002,do_nothing,True,False,,,,0,40,40,0,,0.17545400397786057,0.4496275180154382,,0.01380520808743313,0.0006695681950077415,1.0,,,
PASS,True,0.2.0-development,256,310002,retained_residual,True,True,12,10,12,0,12,12,1,13,0.02982889544074996,0.30096704076324016,0.9857406616210938,0.010059541033115238,0.002492290979716927,6.0,11,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310002,diagonal_secant,True,False,,,,0,40,40,0,,0.03586239728782434,0.2321614339547761,,0.017249037977308035,0.004803004150744528,4.0,,,
PASS,True,0.2.0-development,256,310002,anderson_residual,True,True,13,11,13,0,13,13,1,14,0.03197076818126431,0.29996730135025435,0.9855880737304688,0.007627537939697504,0.0030033220537006855,16.0,12,,
PASS,True,0.2.0-development,256,310002,commissioned_pi,True,True,40,18,40,2,38,40,1,41,0.03420310920947613,0.25632140355059185,0.9862136840820312,0.02182942407671362,0.0036767488927580416,3.0,37,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,256,310002,spsa,True,False,,,,0,14,40,0,,0.17498469474718814,0.44866377988231027,,0.027103805099613965,0.0005884139100089669,2.0,,,
PASS,True,0.2.0-development,256,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.022247790631089573,2.299786790572074e-17,0.9952316284179688,0.002675199939403683,6.835995009168983e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,1024,310001,do_nothing,True,False,,,,0,40,40,0,,0.18397298015627567,0.4502014747599942,,0.050823616911657155,0.002115467796102166,1.0,,,
PASS,True,0.2.0-development,1024,310001,retained_residual,True,True,11,9,11,0,11,11,1,12,0.03201332401157389,0.1747482463500141,0.9879245758056641,0.011376161011867225,0.003413072961848229,6.0,10,,
PASS,True,0.2.0-development,1024,310001,diagonal_secant,True,True,40,29,40,0,40,40,1,41,0.031816085486847084,0.19021212257397122,0.9881572723388672,0.03369979391572997,0.009088005230296403,4.0,39,,
PASS,True,0.2.0-development,1024,310001,anderson_residual,True,True,17,12,17,0,17,17,1,18,0.03372935821607986,0.14633711424604323,0.9876670837402344,0.013671105960384011,0.005241097998805344,16.0,16,,
PASS,True,0.2.0-development,1024,310001,commissioned_pi,True,True,15,6,15,2,13,15,1,16,0.033113673798280834,0.06315088509281533,0.9888687133789062,0.008308696968015283,0.000924646039493382,3.0,12,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,1024,310001,spsa,True,False,,,,0,14,40,0,,0.1841503882477681,0.45000324552647336,,0.035942427057307214,0.0009684899705462158,2.0,,,
PASS,True,0.2.0-development,1024,310001,oracle,False,True,3,1,3,0,3,3,1,4,0.02246755911828953,1.878339195118066e-17,0.9951629638671875,0.00586687697796151,9.860499994829297e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,1024,310002,do_nothing,True,False,,,,0,40,40,0,,0.17915287574942929,0.450127994624076,,0.025560423033311963,0.001607355021405965,1.0,,,
PASS,True,0.2.0-development,1024,310002,retained_residual,True,True,10,8,10,0,10,10,1,11,0.032434102274838505,0.24488778445212644,0.9854679107666016,0.01084261597134173,0.001650812162552029,6.0,9,,
PASS,True,0.2.0-development,1024,310002,diagonal_secant,True,True,35,33,35,0,35,35,1,36,0.0316832615721245,0.2434245272677283,0.9858913421630859,0.064651979948394,0.01739036600338295,4.0,34,,
PASS,True,0.2.0-development,1024,310002,anderson_residual,True,True,12,10,12,0,12,12,1,13,0.032176097457765784,0.22668350408030155,0.9865379333496094,0.012830037099774927,0.0043154500890523195,16.0,11,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,1024,310002,commissioned_pi,True,False,,12,,2,38,40,0,,0.036480777862322476,0.1061583248624521,,0.025628328789025545,0.004285909002646804,3.0,,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,1024,310002,spsa,True,False,,,,0,14,40,0,,0.17992074032793026,0.45002338402008646,,0.025507481943350285,0.0005881110555492342,2.0,,,
PASS,True,0.2.0-development,1024,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.02406639991002308,1.91042616319522e-17,0.9950714111328125,0.004820705973543227,6.652704905718565e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310001,do_nothing,True,False,,,,0,40,40,0,,0.1824650611335671,0.4500794466459481,,0.12780261592706665,0.0023879327927716076,1.0,,,
PASS,True,0.2.0-development,8192,310001,retained_residual,True,True,12,10,12,0,12,12,1,13,0.031053389797297427,0.2108346616422397,0.9879095554351807,0.05263762199319899,0.010551796935033053,6.0,11,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310001,diagonal_secant,True,False,,,,0,40,40,0,,0.036094912663405726,0.20462278356165828,,0.1252479428658262,0.04312129190657288,4.0,,,
PASS,True,0.2.0-development,8192,310001,anderson_residual,True,True,14,12,14,0,14,14,1,15,0.034326191257102345,0.1542943164078073,0.9875495433807373,0.06976969499373809,0.0291395410313271,16.0,13,,
PASS,True,0.2.0-development,8192,310001,commissioned_pi,True,True,28,24,28,2,26,28,1,29,0.034826926284853586,0.1065742838323971,0.9884011745452881,0.08019720605807379,0.00877984007820487,3.0,25,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310001,spsa,True,False,,,,0,14,40,0,,0.18218531315162864,0.4500734127077096,,0.11501077783759683,0.0012260351213626564,2.0,,,
PASS,True,0.2.0-development,8192,310001,oracle,False,True,3,1,3,0,3,3,1,4,0.02296226909068362,1.8804781582363567e-17,0.9949958324432373,0.012665509944781661,0.00027127499924972653,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310002,do_nothing,True,False,,,,0,40,40,0,,0.1816194787009024,0.4500132457838596,,0.12624745798530057,0.004666830995120108,1.0,,,
PASS,True,0.2.0-development,8192,310002,retained_residual,True,True,12,10,12,0,12,12,1,13,0.03036744860181593,0.21563610603745564,0.9877429008483887,0.043307984073180705,0.009493914025370032,6.0,11,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310002,diagonal_secant,True,False,,37,,0,40,40,0,,0.036532924530457846,0.20887443491893354,,0.09349062794353813,0.025294280843809247,4.0,,,
PASS,True,0.2.0-development,8192,310002,anderson_residual,True,True,14,12,14,0,14,14,1,15,0.034097172555880684,0.16439735688600207,0.9875321388244629,0.055969372973777354,0.018653937033377588,16.0,13,,
PASS,True,0.2.0-development,8192,310002,commissioned_pi,True,True,32,18,32,2,30,32,1,33,0.034300497819287526,0.10843122730845223,0.9882895946502686,0.092252062051557,0.009091267886105925,3.0,29,,
FAIL_CONTRACT_TIMEOUT,True,0.2.0-development,8192,310002,spsa,True,False,,,,0,14,40,0,,0.1815886056088281,0.4499801400185377,,0.13188495521899313,0.0017336619785055518,2.0,,,
PASS,True,0.2.0-development,8192,310002,oracle,False,True,3,1,3,0,3,3,1,4,0.02367774572492524,0.0013711956749687434,0.9950063228607178,0.012185519037302583,8.739001350477338e-05,1.0,2,,
