status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,True,0.1.0-draft,8,20260814,commissioned_pi,True,True,7,5,7,2,5,7,1,8,0.03387478665077056,0.05408040687328789,0.9873046875,3.3095563880051486,0.0004102670354768634,3.0,4,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,8,20260814,dense_fd,True,False,,,,9,31,40,0,,0.23141645098655447,2.1677809369556806,,14.260227332357317,0.008536707900930196,9.0,,,
PASS,True,0.1.0-draft,8,20260814,oracle,False,True,3,1,3,0,3,3,1,4,0.027140131715849877,1.962615573354719e-17,0.9921875,1.5058344469871372,7.888296386227012e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,12,20260813,do_nothing,True,False,,,,0,40,40,0,,0.18137301622213323,0.4508775180860373,,25.612266608222853,0.0014478191151283681,1.0,,,
PASS,True,0.1.0-draft,12,20260813,retained_residual,True,True,10,8,10,0,10,10,1,11,0.0265663069446609,0.030648501871665686,0.9913736979166666,7.497254757967312,0.0018051469814963639,6.0,9,,
PASS,True,0.1.0-draft,12,20260813,diagonal_secant,True,True,26,12,26,0,26,26,1,27,0.023392740531528126,0.048226192591831245,0.9905598958333334,20.264093856327236,0.005850108864251524,4.0,25,,
PASS,True,0.1.0-draft,12,20260813,commissioned_pi,True,True,9,5,9,2,7,9,1,10,0.02534461131358937,0.06274105291208172,0.9895833333333334,6.213172775926068,0.0005804059328511357,3.0,6,,
PASS,True,0.1.0-draft,12,20260813,dense_fd,True,True,29,24,29,13,16,29,1,30,0.02679417870008554,0.03938822785887465,0.9910481770833334,17.795674483815674,0.003286469029262662,13.0,15,,
PASS,True,0.1.0-draft,12,20260813,oracle,False,True,3,1,3,0,3,3,1,4,0.020634577290388163,4.006172263299091e-18,0.9921875,3.037230251065921,7.19930394552648e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,12,20260814,do_nothing,True,False,,,,0,40,40,0,,0.19475809885829504,0.4534502892658935,,27.414058607886545,0.001419857144355774,1.0,,,
PASS,True,0.1.0-draft,12,20260814,retained_residual,True,True,11,9,11,0,11,11,1,12,0.03491566602112191,0.08221356087284636,0.98828125,9.420553565141745,0.001702065928839147,6.0,10,,
PASS,True,0.1.0-draft,12,20260814,diagonal_secant,True,True,21,4,21,0,21,21,1,22,0.0303859465854396,0.06968532280853894,0.9912109375,17.131013993988745,0.0036595261772163212,4.0,20,,
PASS,True,0.1.0-draft,12,20260814,commissioned_pi,True,True,15,6,15,2,13,15,1,16,0.023433896953412088,0.04776800213293317,0.9903971354166666,12.797997638001107,0.002410100889392197,3.0,12,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,12,20260814,dense_fd,True,False,,,,13,27,40,0,,0.047085501303033475,0.09596319936671689,,36.411670664092526,0.008020750945433974,13.0,,,
PASS,True,0.1.0-draft,12,20260814,oracle,False,True,3,1,3,0,3,3,1,4,0.025733973765762985,3.204937810639273e-17,0.9933268229166666,2.872236444032751,7.022498175501823e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,16,20260813,do_nothing,True,False,,,,0,40,40,0,,0.18103021170267194,0.44703905341553446,,59.550183367857244,0.0014210138469934464,1.0,,,
PASS,True,0.1.0-draft,16,20260813,retained_residual,True,True,14,9,14,0,14,14,1,15,0.029013599355858018,0.06079704099671527,0.9891357421875,24.14514323999174,0.002587109920568764,6.0,13,,
PASS,True,0.1.0-draft,16,20260813,diagonal_secant,True,True,20,7,20,0,20,20,1,21,0.03172313622274914,0.02950189062382632,0.9918212890625,27.230268510815222,0.0034000870073214173,4.0,19,,
PASS,True,0.1.0-draft,16,20260813,commissioned_pi,True,True,10,8,10,2,8,10,1,11,0.027477346756724457,0.06080506390268498,0.9869384765625,15.800131129100919,0.0006702889804728329,3.0,7,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,16,20260813,dense_fd,True,False,,,,17,23,40,0,,0.13776625841394688,0.32028768498270854,,56.94099085510243,0.006016794068273157,17.0,,,
PASS,True,0.1.0-draft,16,20260813,oracle,False,True,3,1,3,0,3,3,1,4,0.01779528103489949,1.4304896245381992e-17,0.9923095703125,5.919402588100638,6.0371996369212866e-05,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,16,20260814,do_nothing,True,False,,,,0,40,40,0,,0.19846871310777162,0.4493937833612648,,47.04127063124906,0.006838712957687676,1.0,,,
PASS,True,0.1.0-draft,16,20260814,retained_residual,True,True,20,11,20,0,20,20,1,21,0.025125958111272995,0.0517041122796455,0.9898681640625,34.00348275306169,0.005242345971055329,6.0,19,,
PASS,True,0.1.0-draft,16,20260814,diagonal_secant,True,True,17,11,17,0,17,17,1,18,0.027285582116530187,0.029382889040718643,0.99169921875,33.26249685190851,0.003660284972283989,4.0,16,,
PASS,True,0.1.0-draft,16,20260814,commissioned_pi,True,True,15,7,15,2,13,15,1,16,0.033656613726054,0.05015065451055453,0.9881591796875,34.655977986811195,0.0014590600039809942,3.0,12,,
FAIL_CONTRACT_TIMEOUT,True,0.1.0-draft,16,20260814,dense_fd,True,False,,,,17,23,40,0,,0.14312319881438587,0.33573820644283225,,83.88583457103232,0.006118828139733523,17.0,,,
PASS,True,0.1.0-draft,16,20260814,oracle,False,True,3,1,3,0,3,3,1,4,0.025315025462628073,2.4532694666933987e-18,0.992431640625,8.33969914301997,7.055699825286865e-05,1.0,2,,
