status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,probe_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,host_controller_initialization_seconds,host_commissioning_seconds,host_ordinary_update_seconds,host_probe_update_seconds,traffic_scalars,traffic_bytes_float64,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,False,1.0.0-local-freeze,16,1573996,anderson_residual,True,True,17,8,17,0,17,0,17,1,18,0.027971487177739826,0.05047822631196276,0.991455078125,0.014608412922825664,0.0077303979196585715,0.00038405897794291377,0.0,0.007346338941715658,0.0,544,4352,16.0,16,,
PASS,False,1.0.0-local-freeze,16,1573996,commissioned_pi,True,True,19,5,19,2,17,0,19,1,20,0.02934928021709998,0.04276194788773019,0.9920654296875,0.009468596894294024,0.0014076579245738685,9.153300197795033e-05,9.509100345894694e-05,0.0012210339191369712,0.0,608,4864,3.0,16,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1573996,spsa,True,False,,,,0,14,26,40,0,,0.18229648152305072,0.43768760276574475,,0.018448983959387988,0.000793471175711602,0.0001619720133021474,0.0,0.0,0.0006314991624094546,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1573996,oracle,False,True,3,1,3,0,3,0,3,1,4,0.03149845773842051,3.469446951953614e-18,0.9951171875,0.002316070022061467,0.00010604498675093055,2.8882990591228008e-05,0.0,7.716199615970254e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1558604323,do_nothing,True,False,,,,0,40,0,40,0,,0.18520808158388252,0.45077133891099785,,0.014873453008476645,0.000836472085211426,2.604199107736349e-05,0.0,0.0008104300941340625,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1558604323,retained_residual,True,True,11,9,11,0,11,0,11,1,12,0.028264088560977334,0.051978529684785585,0.989990234375,0.006876629078760743,0.001673581195063889,0.00010883697541430593,0.0,0.001564744219649583,0.0,352,2816,6.0,10,,
PASS,False,1.0.0-local-freeze,16,1558604323,diagonal_secant,True,True,26,7,26,0,26,0,26,1,27,0.026384842224936114,0.04348601733428599,0.99169921875,0.015089534863363951,0.004376216733362526,0.00013951800065115094,0.0,0.004236698732711375,0.0,832,6656,4.0,25,,
PASS,False,1.0.0-local-freeze,16,1558604323,anderson_residual,True,True,14,7,14,0,14,0,14,1,15,0.03324584456699894,0.04491908554444894,0.9915771484375,0.008621017972473055,0.004388623929116875,0.0004035379970446229,0.0,0.003985085932072252,0.0,448,3584,16.0,13,,
PASS,False,1.0.0-local-freeze,16,1558604323,commissioned_pi,True,True,10,8,10,2,8,0,10,1,11,0.024621464015543576,0.05793947558382706,0.987548828125,0.00963760691229254,0.0016580108786001801,3.847299376502633e-05,0.00010108796413987875,0.001518449920695275,0.0,320,2560,3.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1558604323,spsa,True,False,,,,0,14,26,40,0,,0.1799117016452496,0.43686675571573,,0.02274347876664251,0.0021065627224743366,0.001372279948554933,0.0,0.0,0.0007342827739194036,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1558604323,oracle,False,True,3,1,3,0,3,0,3,1,4,0.019334373025507168,1.3877787807814457e-17,0.9942626953125,0.001686517964117229,8.83189495652914e-05,3.847101470455527e-05,0.0,4.984793486073613e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1280968996,do_nothing,True,False,,,,0,40,0,40,0,,0.15591129308279453,0.4511586365472596,,0.02266981702996418,0.0010710408678278327,4.307896597310901e-05,0.0,0.0010279619018547237,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1280968996,retained_residual,True,True,10,8,10,0,10,0,10,1,11,0.030984826350615776,0.6544514926366618,0.97021484375,0.005344797973521054,0.0013019570615142584,0.00013337802374735475,0.0,0.0011685790377669036,0.0,320,2560,6.0,9,,
PASS,False,1.0.0-local-freeze,16,1280968996,diagonal_secant,True,True,16,8,16,0,16,0,16,1,17,0.019239342364950333,0.6566645395290134,0.9710693359375,0.010566765035036951,0.0025363891618326306,0.00019624200649559498,0.0,0.0023401471553370357,0.0,512,4096,4.0,15,,
PASS,False,1.0.0-local-freeze,16,1280968996,anderson_residual,True,True,14,9,14,0,14,0,14,1,15,0.02972217843289185,0.6720485704118822,0.9644775390625,0.008121029008179903,0.004707184969447553,0.0002958110417239368,0.0,0.004411373927723616,0.0,448,3584,16.0,13,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1280968996,commissioned_pi,True,False,,28,,2,38,0,40,0,,0.05349417207740578,0.104037309663044,,0.014078253239858896,0.0022565920371562243,5.302904173731804e-05,0.0004089089925400913,0.001794654002878815,0.0,1280,10240,3.0,,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1280968996,spsa,True,False,,,,0,14,26,40,0,,0.15381578701092363,0.44393791428130347,,0.0185987280565314,0.0006182881188578904,0.00011402595555409789,0.0,0.0,0.0005042621633037925,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1280968996,oracle,False,True,3,1,3,0,3,0,3,1,4,0.01912592888115945,0.0,0.9935302734375,0.001430991047527641,6.494001718237996e-05,2.5735003873705864e-05,0.0,3.92050133086741e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,946144272,do_nothing,True,False,,,,0,40,0,40,0,,0.18741220167033626,0.4483247177700892,,0.021169229759834707,0.0053933990420773625,4.417099989950657e-05,0.0,0.005349228042177856,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,946144272,retained_residual,True,True,11,9,11,0,11,0,11,1,12,0.027023345585380283,0.04330321422537298,0.9921875,0.006569839257281274,0.001757520018145442,0.00020403304370120168,0.0,0.0015534869744442403,0.0,352,2816,6.0,10,,
PASS,False,1.0.0-local-freeze,16,946144272,diagonal_secant,True,True,22,7,22,0,22,0,22,1,23,0.02455131099253829,0.03393652789317852,0.99365234375,0.010888823948334903,0.003026190970558673,0.0002421810058876872,0.0,0.002784009964670986,0.0,704,5632,4.0,21,,
PASS,False,1.0.0-local-freeze,16,946144272,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.030030041196949204,0.04844672653382673,0.991455078125,0.003882627934217453,0.001810045971069485,0.0001681479625403881,0.0,0.0016418980085290968,0.0,352,2816,16.0,10,,
PASS,False,1.0.0-local-freeze,16,946144272,commissioned_pi,True,True,8,6,8,2,6,0,8,1,9,0.03482899408980334,0.0676519399887923,0.9876708984375,0.008092677046079189,0.0008702439372427762,5.38539607077837e-05,8.93609831109643e-05,0.0007270289934240282,0.0,256,2048,3.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,946144272,spsa,True,False,,,,0,14,26,40,0,,0.19044952289274167,0.4444641793822972,,0.016455152304843068,0.0004995120107196271,8.938898099586368e-05,0.0,0.0,0.00041012302972376347,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,946144272,oracle,False,True,3,1,3,0,3,0,3,1,4,0.027450082296585094,6.938893903907228e-18,0.9952392578125,0.0024100199807435274,9.981897892430425e-05,3.823498263955116e-05,0.0,6.158399628475308e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1536741766,do_nothing,True,False,,,,0,40,0,40,0,,0.1903525954480153,0.44809078645968065,,0.04219895094865933,0.0014092689962126315,4.422996426001191e-05,0.0,0.0013650390319526196,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1536741766,retained_residual,True,True,8,6,8,0,8,0,8,1,9,0.024660015983792933,0.05457017954109888,0.9901123046875,0.005171385942958295,0.0014289579703472555,0.00041455402970314026,0.0,0.0010144039406441152,0.0,256,2048,6.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1536741766,diagonal_secant,True,False,,7,,0,40,0,40,0,,0.09403043764472788,0.21829752470860994,,0.021852620760910213,0.007124334049876779,0.00012564798817038536,0.0,0.006998686061706394,0.0,1280,10240,4.0,,,
PASS,False,1.0.0-local-freeze,16,1536741766,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.021078966399663657,0.05889752053333998,0.9893798828125,0.003656193148344755,0.001807929074857384,0.00012896099360659719,0.0,0.0016789680812507868,0.0,288,2304,16.0,8,,
PASS,False,1.0.0-local-freeze,16,1536741766,commissioned_pi,True,True,8,6,8,2,6,0,8,1,9,0.029350232173124848,0.057691277227466024,0.9893798828125,0.004992196918465197,0.0005369880236685276,5.264597712084651e-05,8.720404002815485e-05,0.00039713800651952624,0.0,256,2048,3.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1536741766,spsa,True,False,,,,0,14,26,40,0,,0.18429423680828683,0.4403728070295627,,0.024506250047124922,0.0005468130111694336,8.19520209915936e-05,0.0,0.0,0.00046486099017784,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1536741766,oracle,False,True,3,1,3,0,3,0,3,1,4,0.017118593284443907,1.5517353602416792e-17,0.9952392578125,0.006958010024391115,0.00014577805995941162,3.3894029911607504e-05,0.0,0.00011188403004780412,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,2015248058,do_nothing,True,False,,,,0,40,0,40,0,,0.17979503606517377,0.45177761299375596,,0.023381150793284178,0.0010323500027880073,3.3934018574655056e-05,0.0,0.0009984159842133522,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,2015248058,retained_residual,True,True,20,12,20,0,20,0,20,3,23,0.02464679416310957,0.8151345212826049,0.9556884765625,0.009740636334754527,0.004086224944330752,0.00010398996528238058,0.0,0.003982234979048371,0.0,640,5120,6.0,19,,
PASS,False,1.0.0-local-freeze,16,2015248058,diagonal_secant,True,True,11,4,11,0,11,0,11,1,12,0.024045760165442374,0.04150699530527837,0.9920654296875,0.007779058942105621,0.003059835988096893,0.00011256302241235971,0.0,0.002947272965684533,0.0,352,2816,4.0,10,,
PASS,False,1.0.0-local-freeze,16,2015248058,anderson_residual,True,True,23,14,23,0,23,0,23,1,24,0.03384546632720759,0.062417233292266464,0.989501953125,0.01445709983818233,0.00771483889548108,0.00035542401019483805,0.0,0.007359414885286242,0.0,736,5888,16.0,22,,
PASS,False,1.0.0-local-freeze,16,2015248058,commissioned_pi,True,True,7,5,7,2,5,0,7,1,8,0.032772696285482066,0.052367037848793235,0.9913330078125,0.0046223209938034415,0.00044402398634701967,6.829795893281698e-05,5.696597509086132e-05,0.00031876005232334137,0.0,224,1792,3.0,4,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,2015248058,spsa,True,False,,,,0,14,26,40,0,,0.17603225800428607,0.4414095298290622,,0.016308517078869045,0.0005162129527889192,8.845404954627156e-05,0.0,0.0,0.00042775890324264765,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,2015248058,oracle,False,True,3,1,3,0,3,0,3,1,4,0.023991164572897624,2.7755575615628914e-17,0.9951171875,0.0032616949756629765,9.75090661086142e-05,2.3675034753978252e-05,0.0,7.383403135463595e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1062974352,do_nothing,True,False,,,,0,40,0,40,0,,0.1722316725784579,0.45036544094994346,,0.020375564286950976,0.001311663188971579,3.5631994251161814e-05,0.0,0.0012760311947204173,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1062974352,retained_residual,True,True,11,9,11,0,11,0,11,1,12,0.03227565378609857,0.03898710820379019,0.9921875,0.006054601108189672,0.001745405897963792,0.0002183410106226802,0.0,0.001527064887341112,0.0,352,2816,6.0,10,,
PASS,False,1.0.0-local-freeze,16,1062974352,diagonal_secant,True,True,35,10,35,0,35,0,35,1,36,0.018895482867214236,0.023254179291646464,0.993408203125,0.015739256923552603,0.004876607097685337,0.0001624759752303362,0.0,0.004714131122455001,0.0,1120,8960,4.0,34,,
PASS,False,1.0.0-local-freeze,16,1062974352,anderson_residual,True,True,33,14,33,0,33,0,33,1,34,0.029738217248400544,0.06355343814902045,0.988037109375,0.01681177387945354,0.012382547894958407,0.00020385097013786435,0.0,0.012178696924820542,0.0,1056,8448,16.0,32,,
PASS,False,1.0.0-local-freeze,16,1062974352,commissioned_pi,True,True,10,6,10,2,8,0,10,1,11,0.031412773593511106,0.0660214174342249,0.9873046875,0.004296409024391323,0.0008081269334070385,3.608496626839042e-05,4.680897109210491e-05,0.0007252329960465431,0.0,320,2560,3.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1062974352,spsa,True,False,,,,0,14,26,40,0,,0.16612942105331258,0.44202307381848605,,0.02577638195361942,0.0005495089571923018,6.852002115920186e-05,0.0,0.0,0.0004809889360330999,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1062974352,oracle,False,True,3,1,3,0,3,0,3,1,4,0.0236477954123278,0.0,0.9942626953125,0.005237513978499919,0.00011501304106786847,4.024000372737646e-05,0.0,7.477303734049201e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,317314755,do_nothing,True,False,,,,0,40,0,40,0,,0.17166550830532037,0.4477538507712712,,0.017062194005120546,0.0013236161321401596,4.184199497103691e-05,0.0,0.0012817741371691227,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,317314755,retained_residual,True,True,13,8,13,0,13,0,13,1,14,0.024932917357887243,0.0379852268660649,0.9923095703125,0.0032590609043836594,0.0011704809730872512,0.00010957702761515975,0.0,0.0010609039454720914,0.0,416,3328,6.0,12,,
PASS,False,1.0.0-local-freeze,16,317314755,diagonal_secant,True,True,10,8,10,0,10,0,10,1,11,0.03280087446713101,0.04652964787882257,0.9913330078125,0.0024876000243239105,0.000693082925863564,0.00011159398127347231,0.0,0.0005814889445900917,0.0,320,2560,4.0,9,,
PASS,False,1.0.0-local-freeze,16,317314755,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.02939493933106086,0.04655332439773459,0.9913330078125,0.004091390059329569,0.002658108074683696,0.00017676001880317926,0.0,0.0024813480558805168,0.0,288,2304,16.0,8,,
PASS,False,1.0.0-local-freeze,16,317314755,commissioned_pi,True,True,8,6,8,2,6,0,8,1,9,0.03411297418230544,0.04597304618253895,0.990966796875,0.0040920040919445455,0.00039741588989272714,5.2723975386470556e-05,8.047797018662095e-05,0.00026421394431963563,0.0,256,2048,3.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,317314755,spsa,True,False,,,,0,14,26,40,0,,0.1694593712274123,0.4413058844766002,,0.04001486604101956,0.0006557631422765553,0.00013822398614138365,0.0,0.0,0.0005175391561351717,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,317314755,oracle,False,True,3,1,3,0,3,0,3,1,4,0.020121338795595568,1.3877787807814457e-17,0.9952392578125,0.002055320015642792,9.768904419615865e-05,3.418501000851393e-05,0.0,6.350403418764472e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1833476299,do_nothing,True,False,,,,0,40,0,40,0,,0.17249801816009167,0.4492676752513779,,0.025730517343617976,0.0014034502673894167,4.3714011553674936e-05,0.0,0.0013597362558357418,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1833476299,retained_residual,True,True,13,8,13,0,13,0,13,1,14,0.023103963330483132,0.04739097123548821,0.9937744140625,0.004659451136831194,0.0013311979128047824,0.00012182298814877868,0.0,0.0012093749246560037,0.0,416,3328,6.0,12,,
PASS,False,1.0.0-local-freeze,16,1833476299,diagonal_secant,True,True,9,7,9,0,9,0,9,1,10,0.025853054161532663,0.04259380728626319,0.9945068359375,0.003666551026981324,0.000758851005230099,0.00012195296585559845,0.0,0.0006368980393745005,0.0,288,2304,4.0,8,,
PASS,False,1.0.0-local-freeze,16,1833476299,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.025585381305269342,0.02537514914284587,0.9959716796875,0.007413745915982872,0.003416751977056265,0.0002688089734874666,0.0,0.0031479430035687983,0.0,288,2304,16.0,8,,
PASS,False,1.0.0-local-freeze,16,1833476299,commissioned_pi,True,True,10,6,10,2,8,0,10,1,11,0.02590487634585492,0.05276592824757125,0.99267578125,0.003618809045292437,0.0004214021028019488,4.055100725963712e-05,4.832702688872814e-05,0.0003325240686535835,0.0,320,2560,3.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1833476299,spsa,True,False,,,,0,14,26,40,0,,0.1724294151970118,0.4401550554137666,,0.02522112982114777,0.000561714987270534,0.00023325602523982525,0.0,0.0,0.0003284589620307088,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1833476299,oracle,False,True,3,1,3,0,3,0,3,1,4,0.024807093345932712,0.0,0.9969482421875,0.001350281061604619,6.19830098003149e-05,2.7592002879828215e-05,0.0,3.439100692048669e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1883236474,do_nothing,True,False,,,,0,40,0,40,0,,0.17705763368554364,0.4521895583089546,,0.023498908965848386,0.0009652221924625337,3.9019971154630184e-05,0.0,0.0009262022213079035,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1883236474,retained_residual,True,True,20,11,20,0,20,0,20,1,21,0.022596860194053013,0.055928074408191565,0.9923095703125,0.013495065097231418,0.0022928902180865407,0.00010596099309623241,0.0,0.0021869292249903083,0.0,640,5120,6.0,19,,
PASS,False,1.0.0-local-freeze,16,1883236474,diagonal_secant,True,True,29,8,29,0,29,0,29,1,30,0.03381215447550738,0.051362560979438324,0.9930419921875,0.0102182399132289,0.0032408488914370537,0.00013479997869580984,0.0,0.003106048912741244,0.0,928,7424,4.0,28,,
PASS,False,1.0.0-local-freeze,16,1883236474,anderson_residual,True,True,14,9,14,0,14,0,14,1,15,0.03219765030894608,0.06222773450173508,0.98974609375,0.010778602969367057,0.007352601911406964,0.0002793179592117667,0.0,0.007073283952195197,0.0,448,3584,16.0,13,,
PASS,False,1.0.0-local-freeze,16,1883236474,commissioned_pi,True,True,16,5,16,2,14,0,16,1,17,0.025982057377445696,0.056441729809167285,0.9920654296875,0.011730123835150152,0.0018478638958185911,5.4983014706522226e-05,8.223799522966146e-05,0.0017106428858824074,0.0,512,4096,3.0,13,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1883236474,spsa,True,False,,,,0,14,26,40,0,,0.17415267135965443,0.4435073829401859,,0.027874361840076745,0.0006932321120984852,0.0001159579842351377,0.0,0.0,0.0005772741278633475,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1883236474,oracle,False,True,3,1,3,0,3,0,3,1,4,0.027490223533939914,0.0,0.9967041015625,0.0020859529613517225,0.00013762898743152618,2.6287976652383804e-05,0.0,0.00011134101077914238,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,812473704,do_nothing,True,False,,,,0,40,0,40,0,,0.1797970147809027,0.4542970745888763,,0.0247140119317919,0.002098640485201031,0.00011841102968901396,0.0,0.001980229455512017,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,812473704,retained_residual,True,True,11,9,11,0,11,0,11,1,12,0.02197875891814989,0.05767793033385313,0.9884033203125,0.0040434139664284885,0.0012869699858129025,0.0003533160197548568,0.0,0.0009336539660580456,0.0,352,2816,6.0,10,,
PASS,False,1.0.0-local-freeze,16,812473704,diagonal_secant,True,True,23,5,23,0,23,0,23,1,24,0.013729518895510245,0.02847953036661982,0.9927978515625,0.013992446067277342,0.004015722020994872,0.0001808580127544701,0.0,0.0038348640082404017,0.0,736,5888,4.0,22,,
PASS,False,1.0.0-local-freeze,16,812473704,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.022267043754483597,0.05066573313050818,0.9901123046875,0.008746659848839045,0.007031339046079665,0.0002835949999280274,0.0,0.006747744046151638,0.0,352,2816,16.0,10,,
PASS,False,1.0.0-local-freeze,16,812473704,commissioned_pi,True,True,7,5,7,2,5,0,7,1,8,0.03292686875701921,0.06773236668137542,0.98583984375,0.0022200398962013423,0.00024553597904741764,4.0907005313783884e-05,4.651298513635993e-05,0.00015811598859727383,0.0,224,1792,3.0,4,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,812473704,spsa,True,False,,,,0,14,26,40,0,,0.17398141681158713,0.43691620153108124,,0.023355413926765323,0.0006412948132492602,0.00010704697342589498,0.0,0.0,0.0005342478398233652,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,812473704,oracle,False,True,3,1,3,0,3,0,3,1,4,0.02374385252245373,3.179800655392251e-17,0.9942626953125,0.005207395006436855,0.00011976901441812515,2.44450056925416e-05,0.0,9.532400872558355e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1612189033,do_nothing,True,False,,,,0,40,0,40,0,,0.16690037529067786,0.4521584390030066,,0.023966873006429523,0.0012114288401789963,4.0390994399785995e-05,0.0,0.0011710378457792103,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1612189033,retained_residual,True,True,9,7,9,0,9,0,9,1,10,0.024294982419405062,0.05158668167768807,0.991455078125,0.0035827269311994314,0.0012090610689483583,0.00012791302287951112,0.0,0.0010811480460688472,0.0,288,2304,6.0,8,,
PASS,False,1.0.0-local-freeze,16,1612189033,diagonal_secant,True,True,12,5,12,0,12,0,12,1,13,0.02827575071621614,0.06514528344665653,0.9874267578125,0.006657363090198487,0.001907535013742745,0.00024200702318921685,0.0,0.001665527990553528,0.0,384,3072,4.0,11,,
PASS,False,1.0.0-local-freeze,16,1612189033,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.029380868670454422,0.059188752203911094,0.9898681640625,0.0050507900305092335,0.0023562749847769737,0.0003449729993008077,0.0,0.002011301985476166,0.0,288,2304,16.0,8,,
PASS,False,1.0.0-local-freeze,16,1612189033,commissioned_pi,True,True,10,6,10,2,8,0,10,1,11,0.027905484363095836,0.03614137530441573,0.9931640625,0.0051306961686350405,0.0007308999192900956,6.078300066292286e-05,9.62020130828023e-05,0.0005739149055443704,0.0,320,2560,3.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1612189033,spsa,True,False,,,,0,14,26,40,0,,0.16247328162619218,0.44078855425189367,,0.018816733150742948,0.0005849369917996228,9.886996122077107e-05,0.0,0.0,0.0004860670305788517,1280,10240,2.0,,,
PASS,False,1.0.0-local-freeze,16,1612189033,oracle,False,True,3,1,3,0,3,0,3,1,4,0.012954846708317614,1.4304896245381992e-17,0.9952392578125,0.0013844050117768347,5.383690586313605e-05,2.1496962290257215e-05,0.0,3.233994357287884e-05,0.0,96,768,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,16,1990616316,do_nothing,True,False,,,,0,40,0,40,0,,0.18075929142390273,0.4506118657175895,,0.024997960892505944,0.004545758885797113,6.930099334567785e-05,0.0,0.004476457892451435,0.0,1280,10240,1.0,,,
PASS,False,1.0.0-local-freeze,16,1990616316,retained_residual,True,True,11,9,11,0,11,0,11,1,12,0.027058269139178366,0.042771189350935136,0.990966796875,0.007028014864772558,0.0016098709893412888,0.00016335496911779046,0.0,0.0014465160202234983,0.0,352,2816,6.0,10,,
PASS,False,1.0.0-local-freeze,16,1990616316,diagonal_secant,True,True,19,13,19,0,19,0,19,1,20,0.02910237919218315,0.04146729471540219,0.9910888671875,0.00839358096709475,0.001970039971638471,0.00021688698325306177,0.0,0.0017531529883854091,0.0,608,4864,4.0,18,,
