status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,probe_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,host_controller_initialization_seconds,host_commissioning_seconds,host_ordinary_update_seconds,host_probe_update_seconds,traffic_scalars,traffic_bytes_float64,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,False,1.0.0-local-freeze,4,1558604323,diagonal_secant,True,True,15,10,15,0,15,0,15,1,16,0.009941800752318038,0.02989112603656862,0.990234375,0.1589125898317434,0.0052893938845954835,0.00026036094641312957,0.0,0.005029032938182354,0.0,120,960,4.0,14,,
PASS,False,1.0.0-local-freeze,4,1558604323,anderson_residual,True,True,10,8,10,0,10,0,10,1,11,0.014012587236172004,0.024353425256756992,0.990234375,0.0984364990144968,0.003598709008656442,0.0002735300222411752,0.0,0.003325178986415267,0.0,80,640,16.0,9,,
PASS,False,1.0.0-local-freeze,4,1558604323,commissioned_pi,True,True,9,7,9,2,7,0,9,1,10,0.03335558724619663,0.05287273219202795,0.98681640625,0.14586412999778986,0.0007351759704761207,7.402896881103516e-05,9.098299778997898e-05,0.0005701640038751066,0.0,72,576,3.0,6,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1558604323,spsa,True,False,,,,0,14,26,40,0,,0.14528362233339337,0.4233539331554085,,0.36035702790832147,0.0007298250566236675,0.00018435996025800705,0.0,0.0,0.0005454650963656604,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1558604323,oracle,False,True,3,1,3,0,3,0,3,1,4,0.025407345474855778,0.0,0.99169921875,0.03861224098363891,0.00010900298366323113,4.264997551217675e-05,0.0,6.635300815105438e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1280968996,do_nothing,True,False,,,,0,40,0,40,0,,0.19221927256134055,0.446584921033524,,0.3691288089612499,0.0012887782650068402,4.2742001824080944e-05,0.0,0.0012460362631827593,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1280968996,retained_residual,True,True,14,10,14,0,14,0,14,1,15,0.03485379985031822,0.06511138957632413,0.9853515625,0.15228156291414052,0.00238917104434222,0.00029921199893578887,0.0,0.002089959045406431,0.0,112,896,6.0,13,,
PASS,False,1.0.0-local-freeze,4,1280968996,diagonal_secant,True,True,10,6,10,0,10,0,10,1,11,0.0106997953930125,0.0590378125469005,0.98486328125,0.09719685401069,0.0016735560493543744,0.0001878230250440538,0.0,0.0014857330243103206,0.0,80,640,4.0,9,,
PASS,False,1.0.0-local-freeze,4,1280968996,anderson_residual,True,True,14,10,14,0,14,0,14,1,15,0.024556166028747915,0.06898182323795943,0.984375,0.15771484904689714,0.00578031106851995,0.0002441420219838619,0.0,0.005536169046536088,0.0,112,896,16.0,13,,
PASS,False,1.0.0-local-freeze,4,1280968996,commissioned_pi,True,True,8,6,8,2,6,0,8,1,9,0.031128408390926954,0.08531702220257542,0.9853515625,0.10864154598675668,0.0007421620539389551,0.0001650010235607624,0.0001008500112220645,0.00047631101915612817,0.0,64,512,3.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1280968996,spsa,True,False,,,,0,14,26,40,0,,0.16070847557555432,0.3973744672114761,,0.38480982900364324,0.0007570231682620943,0.0001918819616548717,0.0,0.0,0.0005651412066072226,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1280968996,oracle,False,True,3,1,3,0,3,0,3,1,4,0.0333041729136763,0.0,0.99365234375,0.050402345950715244,0.00010367401409894228,4.3159991037100554e-05,0.0,6.0514023061841726e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,946144272,do_nothing,True,False,,,,0,40,0,40,0,,0.1817924111428479,0.44434948979104033,,0.35962042590836063,0.0013271489879116416,4.373904084786773e-05,0.0,0.0012834099470637739,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,946144272,retained_residual,True,True,10,8,10,0,10,0,10,1,11,0.015084453302325999,0.028731810961000793,0.99267578125,0.11237854097271338,0.0017274169367738068,0.0002786180120892823,0.0,0.0014487989246845245,0.0,80,640,6.0,9,,
PASS,False,1.0.0-local-freeze,4,946144272,diagonal_secant,True,True,8,4,8,0,8,0,8,1,9,0.030863759176061253,0.04632239754946777,0.9892578125,0.09805369295645505,0.0013400008901953697,0.00027672399301081896,0.0,0.0010632768971845508,0.0,64,512,4.0,7,,
PASS,False,1.0.0-local-freeze,4,946144272,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.021156584789157155,0.019501340071139548,0.99365234375,0.1305970199755393,0.003217533987481147,0.00024397397646680474,0.0,0.0029735600110143423,0.0,88,704,16.0,10,,
PASS,False,1.0.0-local-freeze,4,946144272,commissioned_pi,True,True,7,5,7,2,5,0,7,1,8,0.027756437740537085,0.0503024709377224,0.98974609375,0.11036396701820195,0.000607338035479188,6.894103717058897e-05,0.00012055103434249759,0.0004178459639661014,0.0,56,448,3.0,4,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,946144272,spsa,True,False,,,,0,14,26,40,0,,0.1720451033416733,0.4247282685231925,,0.41720068210270256,0.0009000010322779417,0.0002792060258798301,0.0,0.0,0.0006207950063981116,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,946144272,oracle,False,True,3,1,3,0,3,0,3,1,4,0.023687303003785375,0.0,0.994140625,0.04065123002510518,9.579601464793086e-05,2.917897654697299e-05,0.0,6.661703810095787e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1536741766,do_nothing,True,False,,,,0,40,0,40,0,,0.18047157549607254,0.45105266750648276,,0.40835932281333953,0.0012172488495707512,3.701000241562724e-05,0.0,0.001180238847155124,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1536741766,retained_residual,True,True,12,6,12,0,12,0,12,1,13,0.0251046731246154,0.037098398126906115,0.98974609375,0.12211910693440586,0.0019733479130081832,0.00023669295478612185,0.0,0.0017366549582220614,0.0,96,768,6.0,11,,
PASS,False,1.0.0-local-freeze,4,1536741766,diagonal_secant,True,True,10,8,10,0,10,0,10,1,11,0.02374291113415646,0.019231983469392904,0.9921875,0.11293915996793658,0.0015623169601894915,0.00028647499857470393,0.0,0.0012758419616147876,0.0,80,640,4.0,9,,
PASS,False,1.0.0-local-freeze,4,1536741766,anderson_residual,True,True,18,6,18,0,18,0,18,1,19,0.030294841460061662,0.06504156269756356,0.98388671875,0.18324574298458174,0.006266088108532131,0.000293918012175709,0.0,0.005972170096356422,0.0,144,1152,16.0,17,,
PASS,False,1.0.0-local-freeze,4,1536741766,commissioned_pi,True,True,9,5,9,2,7,0,9,1,10,0.023722819284563216,0.06538119151247863,0.984375,0.10281593888066709,0.0009864660096354783,4.855397855862975e-05,6.426702020689845e-05,0.0008736450108699501,0.0,72,576,3.0,6,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1536741766,spsa,True,False,,,,0,14,26,40,0,,0.18769409147534274,0.42787022543482833,,0.3582620798260905,0.0009929920197464526,0.00020170799689367414,0.0,0.0,0.0007912840228527784,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1536741766,oracle,False,True,3,1,3,0,3,0,3,1,4,0.016619056011939016,0.0,0.99365234375,0.03517625597305596,8.116097887977958e-05,2.569198841229081e-05,0.0,5.5468990467488766e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,2015248058,do_nothing,True,False,,,,0,40,0,40,0,,0.1735752280557819,0.44838530476670774,,0.3647944360272959,0.0013268046895973384,3.838096745312214e-05,0.0,0.0012884237221442163,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,2015248058,retained_residual,True,True,12,6,12,0,12,0,12,1,13,0.034758972217215627,0.010388687618933221,0.99072265625,0.12775675090961158,0.0020654010586440563,0.00019381201127544045,0.0,0.0018715890473686159,0.0,96,768,6.0,11,,
PASS,False,1.0.0-local-freeze,4,2015248058,diagonal_secant,True,True,8,6,8,0,8,0,8,1,9,0.029286700707281302,0.027108833993830562,0.98974609375,0.11486061703180894,0.001412872108630836,0.00028192001627758145,0.0,0.0011309520923532546,0.0,64,512,4.0,7,,
PASS,False,1.0.0-local-freeze,4,2015248058,anderson_residual,True,True,15,9,15,0,15,0,15,1,16,0.03002631940269334,0.042084426257645864,0.98828125,0.1500637210556306,0.006160864082630724,0.00024740397930145264,0.0,0.005913460103329271,0.0,120,960,16.0,14,,
PASS,False,1.0.0-local-freeze,4,2015248058,commissioned_pi,True,True,11,6,11,2,9,0,11,1,12,0.026777674967180202,0.03703910959157445,0.9892578125,0.11270739091560245,0.0008857789216563106,6.865896284580231e-05,8.352601435035467e-05,0.0007335939444601536,0.0,88,704,3.0,8,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,2015248058,spsa,True,False,,,,0,14,26,40,0,,0.15623435895835594,0.4126037857997711,,0.4000734651926905,0.0009220730280503631,0.00015307695139199495,0.0,0.0,0.0007689960766583681,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,2015248058,oracle,False,True,3,1,3,0,3,0,3,1,4,0.03333748950478925,5.721958498152797e-17,0.99072265625,0.0432489849627018,9.342905832454562e-05,3.099499735981226e-05,0.0,6.243406096473336e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1062974352,do_nothing,True,False,,,,0,40,0,40,0,,0.1744775107765383,0.4456571152393874,,0.43765370204346254,0.0014662190806120634,4.778197035193443e-05,0.0,0.001418437110260129,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1062974352,retained_residual,True,True,14,6,14,0,14,0,14,1,15,0.027136699965890423,0.0844328608400727,0.98046875,0.1372066360199824,0.0032927950378507376,0.00023389799753203988,0.0,0.0030588970403186977,0.0,112,896,6.0,13,,
PASS,False,1.0.0-local-freeze,4,1062974352,diagonal_secant,True,True,20,7,20,0,20,0,20,1,21,0.023562732543607284,0.021218079485612665,0.9912109375,0.20862406183732674,0.004136602918151766,0.00032547302544116974,0.0,0.0038111298927105963,0.0,160,1280,4.0,19,,
PASS,False,1.0.0-local-freeze,4,1062974352,anderson_residual,True,True,20,12,20,0,20,0,20,1,21,0.0335484665243064,0.08556374191274382,0.97998046875,0.20241151400841773,0.006785139034036547,0.00028468697564676404,0.0,0.006500452058389783,0.0,160,1280,16.0,19,,
PASS,False,1.0.0-local-freeze,4,1062974352,commissioned_pi,True,True,13,5,13,2,11,0,13,1,14,0.017240460038342342,0.04868990777988867,0.98779296875,0.12550484016537666,0.001082130940631032,6.120000034570694e-05,0.00010130403097718954,0.0009196269093081355,0.0,104,832,3.0,10,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1062974352,spsa,True,False,,,,0,14,26,40,0,,0.15223313252575213,0.40616526630180194,,0.3814606169471517,0.0007639729883521795,0.0001881069620139897,0.0,0.0,0.0005758660263381898,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1062974352,oracle,False,True,3,1,3,0,3,0,3,1,4,0.02198180961688318,0.0,0.99072265625,0.040011907112784684,0.0001069161226041615,3.853504313156009e-05,0.0,6.838107947260141e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,317314755,do_nothing,True,False,,,,0,40,0,40,0,,0.16908042664596573,0.4528959067400127,,0.3548013399122283,0.0038063026731833816,5.069997860118747e-05,0.0,0.003755602694582194,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,317314755,retained_residual,True,True,14,12,14,0,14,0,14,1,15,0.02844447836298543,0.07363641855478092,0.978515625,0.1262432310031727,0.0035645179450511932,0.0002072220086120069,0.0,0.0033572959364391863,0.0,112,896,6.0,13,,
PASS,False,1.0.0-local-freeze,4,317314755,diagonal_secant,True,True,23,5,23,0,23,0,23,1,24,0.022905348381419176,0.022543763582696125,0.990234375,0.2017176008084789,0.005028640094678849,0.00020900601521134377,0.0,0.004819634079467505,0.0,184,1472,4.0,22,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,317314755,anderson_residual,True,False,,8,,0,40,0,40,0,,0.052490944081321315,0.10191992247342682,,0.4050426600733772,0.01808935106964782,0.0002722080098465085,0.0,0.01781714305980131,0.0,320,2560,16.0,,,
PASS,False,1.0.0-local-freeze,4,317314755,commissioned_pi,True,True,12,6,12,2,10,0,12,1,13,0.026119909365468996,0.05170623372308182,0.9853515625,0.12697161099640653,0.0011763859074562788,4.8377958592027426e-05,8.564203744754195e-05,0.0010423659114167094,0.0,96,768,3.0,9,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,317314755,spsa,True,False,,,,0,14,26,40,0,,0.1620869908332844,0.42927574432303456,,0.3724445259431377,0.0007089729770086706,0.00016076897736638784,0.0,0.0,0.0005482039996422827,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,317314755,oracle,False,True,3,1,3,0,3,0,3,1,4,0.024890672529214713,0.0,0.98974609375,0.04323602799559012,9.428901830688119e-05,3.059703158214688e-05,0.0,6.36919867247343e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1833476299,do_nothing,True,False,,,,0,40,0,40,0,,0.21098726180120952,0.45128286735924833,,0.36955184407997876,0.0012805541045963764,3.538402961567044e-05,0.0,0.001245170074980706,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1833476299,retained_residual,True,True,17,5,17,0,17,0,17,1,18,0.029280848888145517,0.06584262886059779,0.98828125,0.22967161593260244,0.0036388940061442554,0.0002569860080257058,0.0,0.0033819079981185496,0.0,136,1088,6.0,16,,
PASS,False,1.0.0-local-freeze,4,1833476299,diagonal_secant,True,True,8,4,8,0,8,0,8,1,9,0.024940909647347877,0.056207668583947205,0.98974609375,0.1934195799403824,0.0024549419176764786,0.0003306969883851707,0.0,0.002124244929291308,0.0,64,512,4.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1833476299,anderson_residual,True,False,,,,0,40,0,40,0,,0.03720902565244039,0.10415163665381486,,0.5650845018099062,0.020019853895064443,0.005102861032355577,0.0,0.014916992862708867,0.0,320,2560,16.0,,,
PASS,False,1.0.0-local-freeze,4,1833476299,commissioned_pi,True,True,16,5,16,2,14,0,16,1,17,0.02644872420827096,0.04527003415686142,0.98974609375,0.2284568368922919,0.0016198610537685454,5.546002648770809e-05,0.0003547759843058884,0.0012096250429749489,0.0,128,1024,3.0,13,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1833476299,spsa,True,False,,,,0,14,26,40,0,,0.2072476749289745,0.4478219148554933,,0.5439049078850076,0.0010294280364178121,0.00017641298472881317,0.0,0.0,0.0008530150516889989,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1833476299,oracle,False,True,6,1,6,0,6,0,6,1,7,0.012089892065293704,0.0,0.994140625,0.07793515006778762,0.0003099390887655318,0.00012675300240516663,0.0,0.00018318608636036515,0.0,48,384,1.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1883236474,do_nothing,True,False,,,,0,40,0,40,0,,0.16508632186419583,0.44561252313714006,,0.5701050349744037,0.0014931370969861746,5.763396620750427e-05,0.0,0.0014355031307786703,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1883236474,retained_residual,True,True,10,8,10,0,10,0,10,1,11,0.022774211680632445,0.03589992749249749,0.990234375,0.10584751889109612,0.00264344405150041,0.001135273021645844,0.0,0.0015081710298545659,0.0,80,640,6.0,9,,
PASS,False,1.0.0-local-freeze,4,1883236474,diagonal_secant,True,True,16,4,16,0,16,0,16,1,17,0.027718026084005178,0.035535132525454545,0.99072265625,0.14265569078270346,0.003301314020063728,0.00024232600117102265,0.0,0.0030589880188927054,0.0,128,1024,4.0,15,,
PASS,False,1.0.0-local-freeze,4,1883236474,anderson_residual,True,True,10,8,10,0,10,0,10,1,11,0.01590806149583018,0.04496923023245473,0.9892578125,0.11539546819403768,0.0035658059059642255,0.00032477197237312794,0.0,0.0032410339335910976,0.0,80,640,16.0,9,,
PASS,False,1.0.0-local-freeze,4,1883236474,commissioned_pi,True,True,9,4,9,2,7,0,9,1,10,0.01445541363715773,0.016770260118272314,0.99169921875,0.14106805197661743,0.0008285638177767396,5.4981966968625784e-05,0.0001066429540514946,0.0006669388967566192,0.0,72,576,3.0,6,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1883236474,spsa,True,False,,,,0,14,26,40,0,,0.15524306090138362,0.40858966204627395,,0.3905198519350961,0.0007259409176185727,0.00016716099344193935,0.0,0.0,0.0005587799241766334,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1883236474,oracle,False,True,3,1,3,0,3,0,3,1,4,0.026576307859203938,6.938893903907228e-18,0.99169921875,0.039668216079007834,0.00011235801503062248,4.246801836416125e-05,0.0,6.988999666646123e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,812473704,do_nothing,True,False,,,,0,40,0,40,0,,0.1853115396330009,0.45397371049745583,,0.7880819138954394,0.0014587867772206664,4.308100324124098e-05,0.0,0.0014157057739794254,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,812473704,retained_residual,True,True,9,7,9,0,9,0,9,1,10,0.018151572250280842,0.054801244281723276,0.98974609375,0.08976402902044356,0.0014958619722165167,0.00027929904172196984,0.0,0.0012165629304945469,0.0,72,576,6.0,8,,
PASS,False,1.0.0-local-freeze,4,812473704,diagonal_secant,True,True,7,5,7,0,7,0,7,1,8,0.025795568478156613,0.03590459493888713,0.990234375,0.06985878600971773,0.0013881620834581554,0.0003583779907785356,0.0,0.0010297840926796198,0.0,56,448,4.0,6,,
PASS,False,1.0.0-local-freeze,4,812473704,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.023935432822906312,0.06638626668069719,0.98876953125,0.08190472994465381,0.0024789690505713224,0.00022204499691724777,0.0,0.0022569240536540747,0.0,72,576,16.0,8,,
PASS,False,1.0.0-local-freeze,4,812473704,commissioned_pi,True,True,11,5,11,2,9,0,11,1,12,0.01034577405781741,0.04539558842286705,0.98974609375,0.1262437881086953,0.000904274987988174,5.3702970035374165e-05,9.221903746947646e-05,0.0007583529804833233,0.0,88,704,3.0,8,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,812473704,spsa,True,False,,,,0,14,26,40,0,,0.17632358387992703,0.425387031911723,,0.3774996961001307,0.0007303539314307272,0.00017294497229158878,0.0,0.0,0.0005574089591391385,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,812473704,oracle,False,True,3,1,3,0,3,0,3,1,4,0.028725455629272686,0.0,0.99169921875,0.05198963696602732,0.00010135106276720762,3.5539036616683006e-05,0.0,6.581202615052462e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1612189033,do_nothing,True,False,,,,0,40,0,40,0,,0.17594757688132437,0.4488302444018268,,0.40326948871370405,0.0012075817794539034,4.1252002120018005e-05,0.0,0.0011663297773338854,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1612189033,retained_residual,True,True,10,6,10,0,10,0,10,1,11,0.02755816723596908,0.07015454860245901,0.98291015625,0.0971496370038949,0.0022463990026153624,0.0002323910011909902,0.0,0.002014008001424372,0.0,80,640,6.0,9,,
PASS,False,1.0.0-local-freeze,4,1612189033,diagonal_secant,True,True,7,5,7,0,7,0,7,1,8,0.020637465669082377,0.03455319459768687,0.99169921875,0.0816515099722892,0.0011359190684743226,0.000237717991694808,0.0,0.0008982010767795146,0.0,56,448,4.0,6,,
PASS,False,1.0.0-local-freeze,4,1612189033,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.028012942558581833,0.044075385017845435,0.99267578125,0.10063845402328297,0.003188087954185903,0.0003139600157737732,0.0,0.00287412793841213,0.0,88,704,16.0,10,,
PASS,False,1.0.0-local-freeze,4,1612189033,commissioned_pi,True,True,8,6,8,2,6,0,8,1,9,0.02906145237500868,0.04816179574380257,0.98876953125,0.10893624305026606,0.0006419360288418829,5.923002026975155e-05,8.998397970572114e-05,0.0004927220288664103,0.0,64,512,3.0,5,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1612189033,spsa,True,False,,,,0,14,26,40,0,,0.16677673003783725,0.42083584228585924,,0.4180067690904252,0.000751709914766252,0.0001967939897440374,0.0,0.0,0.0005549159250222147,320,2560,2.0,,,
PASS,False,1.0.0-local-freeze,4,1612189033,oracle,False,True,3,1,3,0,3,0,3,1,4,0.029910464987295427,1.3877787807814457e-17,0.994140625,0.0636012590257451,0.0001061930088326335,4.0970975533127785e-05,0.0,6.522203329950571e-05,0.0,24,192,1.0,2,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1990616316,do_nothing,True,False,,,,0,40,0,40,0,,0.17594977883132343,0.44724886220902876,,0.3715556837269105,0.0022621029056608677,0.0008936499943956733,0.0,0.0013684529112651944,0.0,320,2560,1.0,,,
PASS,False,1.0.0-local-freeze,4,1990616316,retained_residual,True,True,9,7,9,0,9,0,9,1,10,0.030125904528702292,0.02632725195510653,0.9912109375,0.09166199481114745,0.0015460119466297328,0.00035830296110361814,0.0,0.0011877089855261147,0.0,72,576,6.0,8,,
PASS,False,1.0.0-local-freeze,4,1990616316,diagonal_secant,True,True,5,3,5,0,5,0,5,1,6,0.016498018376969438,0.041792741191727344,0.99072265625,0.04725463892100379,0.0008035110076889396,0.00025842001195997,0.0,0.0005450909957289696,0.0,40,320,4.0,4,,
PASS,False,1.0.0-local-freeze,4,1990616316,anderson_residual,True,True,19,7,19,0,19,0,19,1,20,0.021214261014152413,0.04432446002496123,0.98974609375,0.18680556683102623,0.0066065218998119235,0.00038958899676799774,0.0,0.006216932903043926,0.0,152,1216,16.0,18,,
