status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,probe_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,host_controller_initialization_seconds,host_commissioning_seconds,host_ordinary_update_seconds,host_probe_update_seconds,traffic_scalars,traffic_bytes_float64,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1995851660,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.031443428242780555,0.16643811723034932,0.98852638671875,7.56434342690045,4.070640180027112,0.16303499200148508,0.0,3.9076051880256273,0.0,22000000,176000000,16.0,10,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1995851660,oracle,False,True,3,1,3,0,3,0,3,1,4,0.023238750407500192,0.0015809989144516107,0.99500024609375,2.1563151500886306,0.021552412013988942,0.005804367014206946,0.0,0.015748044999781996,0.0,6000000,48000000,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,1.0.0-post-confirmation-million-extension,1000000,1791049539,do_nothing,True,False,,,,0,40,0,40,0,,0.18216935889956082,0.45004789438729836,,17.52524176001316,0.2218359462567605,0.001859001989942044,0.0,0.21997694426681846,0.0,80000000,640000000,1.0,,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1791049539,retained_residual,True,True,12,10,12,0,12,0,12,1,13,0.030896490074739318,0.22124135602306627,0.987556951171875,4.688434127077926,1.5915042380220257,0.06036101403879002,0.0,1.5311432239832357,0.0,24000000,192000000,6.0,11,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1791049539,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.03145745122959122,0.16606874977968228,0.988547140625,4.557515864085872,2.046276215929538,0.07750367902917787,0.0,1.9687725369003601,0.0,22000000,176000000,16.0,10,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1791049539,oracle,False,True,3,1,3,0,3,0,3,1,4,0.023250075684957475,0.0011580935998693996,0.995002349609375,1.41282375092851,0.009844188985880464,0.005905987985897809,0.0,0.003938200999982655,0.0,6000000,48000000,1.0,2,,
FAIL_CONTRACT_TIMEOUT,True,1.0.0-post-confirmation-million-extension,1000000,1188212727,do_nothing,True,False,,,,0,40,0,40,0,,0.1821768857999867,0.45005650619001686,,27.447831744910218,0.2531213661422953,0.0012416410027071834,0.0,0.2518797251395881,0.0,80000000,640000000,1.0,,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1188212727,retained_residual,True,True,12,10,12,0,12,0,12,1,13,0.030857432582903348,0.2204267980430087,0.987578775390625,7.164693043043371,2.807062899984885,0.11758574796840549,0.0,2.6894771520164795,0.0,24000000,192000000,6.0,11,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1188212727,anderson_residual,True,True,11,9,11,0,11,0,11,1,12,0.03147172409500974,0.16713950301001804,0.9884903671875,7.783336776949,3.7607699320069514,0.136583365034312,0.0,3.6241865669726394,0.0,22000000,176000000,16.0,10,,
PASS,True,1.0.0-post-confirmation-million-extension,1000000,1188212727,oracle,False,True,3,1,3,0,3,0,3,1,4,0.02322320526090082,0.0010978227542781528,0.994994025390625,1.6061492100125179,0.011891484027728438,0.006995749019552022,0.0,0.004895735008176416,0.0,6000000,48000000,1.0,2,,
